identifiant_echeance,identifiant_credit,identifiant_institution,numero_echeance,date_exigible,montant_capital_du,montant_interet_du,montant_total_du
ECH-0000376,CRD-000037,INS-001,7,2026-05-12,17777,0,17777
ECH-0000377,CRD-000037,INS-001,8,2026-06-12,17777,0,17777
ECH-0000378,CRD-000037,INS-001,9,2026-07-12,17784,0,17784
ECH-0000379,CRD-000038,INS-001,1,2024-10-28,43333,0,43333
ECH-0000380,CRD-000038,INS-001,2,2024-11-28,43333,0,43333
ECH-0000381,CRD-000038,INS-001,3,2024-12-28,43333,0,43333
ECH-0000382,CRD-000038,INS-001,4,2025-01-28,43333,0,43333
ECH-0000383,CRD-000038,INS-001,5,2025-02-28,43333,0,43333
ECH-0000384,CRD-000038,INS-001,6,2025-03-28,43333,0,43333
ECH-0000385,CRD-000038,INS-001,7,2025-04-28,43333,0,43333
ECH-0000386,CRD-000038,INS-001,8,2025-05-28,43333,0,43333
ECH-0000387,CRD-000038,INS-001,9,2025-06-28,43336,0,43336
ECH-0000388,CRD-000039,INS-001,1,2023-09-25,125000,0,125000
ECH-0000389,CRD-000039,INS-001,2,2023-10-25,125000,0,125000
ECH-0000390,CRD-000039,INS-001,3,2023-11-25,125000,0,125000
ECH-0000391,CRD-000039,INS-001,4,2023-12-25,125000,0,125000
ECH-0000392,CRD-000039,INS-001,5,2024-01-25,125000,0,125000
ECH-0000393,CRD-000039,INS-001,6,2024-02-25,125000,0,125000
ECH-0000394,CRD-000039,INS-001,7,2024-03-25,125000,0,125000
ECH-0000395,CRD-000039,INS-001,8,2024-04-25,125000,0,125000
ECH-0000396,CRD-000039,INS-001,9,2024-05-25,125000,0,125000
ECH-0000397,CRD-000039,INS-001,10,2024-06-25,125000,0,125000
ECH-0000398,CRD-000039,INS-001,11,2024-07-25,125000,0,125000
ECH-0000399,CRD-000039,INS-001,12,2024-08-25,125000,0,125000
ECH-0000400,CRD-000040,INS-001,1,2024-11-07,62500,0,62500
ECH-0000401,CRD-000040,INS-001,2,2024-12-07,62500,0,62500
ECH-0000402,CRD-000040,INS-001,3,2025-01-07,62500,0,62500
ECH-0000403,CRD-000040,INS-001,4,2025-02-07,62500,0,62500
ECH-0000404,CRD-000040,INS-001,5,2025-03-07,62500,0,62500
ECH-0000405,CRD-000040,INS-001,6,2025-04-07,62500,0,62500
ECH-0000406,CRD-000040,INS-001,7,2025-05-07,62500,0,62500
ECH-0000407,CRD-000040,INS-001,8,2025-06-07,62500,0,62500
ECH-0000408,CRD-000040,INS-001,9,2025-07-07,62500,0,62500
ECH-0000409,CRD-000040,INS-001,10,2025-08-07,62500,0,62500
ECH-0000410,CRD-000040,INS-001,11,2025-09-07,62500,0,62500
ECH-0000411,CRD-000040,INS-001,12,2025-10-07,62500,0,62500
ECH-0000412,CRD-000040,INS-001,13,2025-11-07,62500,0,62500
ECH-0000413,CRD-000040,INS-001,14,2025-12-07,62500,0,62500
ECH-0000414,CRD-000040,INS-001,15,2026-01-07,62500,0,62500
ECH-0000415,CRD-000040,INS-001,16,2026-02-07,62500,0,62500
ECH-0000416,CRD-000040,INS-001,17,2026-03-07,62500,0,62500
ECH-0000417,CRD-000040,INS-001,18,2026-04-07,62500,0,62500
ECH-0000418,CRD-000040,INS-001,19,2026-05-07,62500,0,62500
ECH-0000419,CRD-000040,INS-001,20,2026-06-07,62500,0,62500
ECH-0000420,CRD-000040,INS-001,21,2026-07-07,62500,0,62500
ECH-0000421,CRD-000040,INS-001,22,2026-08-07,62500,0,62500
ECH-0000422,CRD-000040,INS-001,23,2026-09-07,62500,0,62500
ECH-0000423,CRD-000040,INS-001,24,2026-10-07,62500,0,62500
ECH-0000424,CRD-000041,INS-001,1,2023-11-29,66666,0,66666
ECH-0000425,CRD-000041,INS-001,2,2023-12-29,66666,0,66666
ECH-0000426,CRD-000041,INS-001,3,2024-01-29,66666,0,66666
ECH-0000427,CRD-000041,INS-001,4,2024-02-29,66666,0,66666
ECH-0000428,CRD-000041,INS-001,5,2024-03-29,66666,0,66666
ECH-0000429,CRD-000041,INS-001,6,2024-04-29,66666,0,66666
ECH-0000430,CRD-000041,INS-001,7,2024-05-29,66666,0,66666
ECH-0000431,CRD-000041,INS-001,8,2024-06-29,66666,0,66666
ECH-0000432,CRD-000041,INS-001,9,2024-07-29,66672,0,66672
ECH-0000433,CRD-000042,INS-001,1,2025-03-15,22777,0,22777
ECH-0000434,CRD-000042,INS-001,2,2025-04-15,22777,0,22777
ECH-0000435,CRD-000042,INS-001,3,2025-05-15,22777,0,22777
ECH-0000436,CRD-000042,INS-001,4,2025-06-15,22777,0,22777
ECH-0000437,CRD-000042,INS-001,5,2025-07-15,22777,0,22777
ECH-0000438,CRD-000042,INS-001,6,2025-08-15,22777,0,22777
ECH-0000439,CRD-000042,INS-001,7,2025-09-15,22777,0,22777
ECH-0000440,CRD-000042,INS-001,8,2025-10-15,22777,0,22777
ECH-0000441,CRD-000042,INS-001,9,2025-11-15,22784,0,22784
ECH-0000442,CRD-000043,INS-001,1,2023-12-01,16666,0,16666
ECH-0000443,CRD-000043,INS-001,2,2024-01-01,16666,0,16666
ECH-0000444,CRD-000043,INS-001,3,2024-02-01,16666,0,16666
ECH-0000445,CRD-000043,INS-001,4,2024-03-01,16666,0,16666
ECH-0000446,CRD-000043,INS-001,5,2024-04-01,16666,0,16666
ECH-0000447,CRD-000043,INS-001,6,2024-05-01,16670,0,16670
ECH-0000448,CRD-000044,INS-001,1,2024-07-27,17500,0,17500
ECH-0000449,CRD-000044,INS-001,2,2024-08-27,17500,0,17500
ECH-0000450,CRD-000044,INS-001,3,2024-09-27,17500,0,17500
ECH-0000451,CRD-000044,INS-001,4,2024-10-27,17500,0,17500
ECH-0000452,CRD-000044,INS-001,5,2024-11-27,17500,0,17500
ECH-0000453,CRD-000044,INS-001,6,2024-12-27,17500,0,17500
ECH-0000454,CRD-000044,INS-001,7,2025-01-27,17500,0,17500
ECH-0000455,CRD-000044,INS-001,8,2025-02-27,17500,0,17500
ECH-0000456,CRD-000044,INS-001,9,2025-03-27,17500,0,17500
ECH-0000457,CRD-000044,INS-001,10,2025-04-27,17500,0,17500
ECH-0000458,CRD-000044,INS-001,11,2025-05-27,17500,0,17500
ECH-0000459,CRD-000044,INS-001,12,2025-06-27,17500,0,17500
ECH-0000460,CRD-000045,INS-001,1,2024-01-10,27777,0,27777
ECH-0000461,CRD-000045,INS-001,2,2024-02-10,27777,0,27777
ECH-0000462,CRD-000045,INS-001,3,2024-03-10,27777,0,27777
ECH-0000463,CRD-000045,INS-001,4,2024-04-10,27777,0,27777
ECH-0000464,CRD-000045,INS-001,5,2024-05-10,27777,0,27777
ECH-0000465,CRD-000045,INS-001,6,2024-06-10,27777,0,27777
ECH-0000466,CRD-000045,INS-001,7,2024-07-10,27777,0,27777
ECH-0000467,CRD-000045,INS-001,8,2024-08-10,27777,0,27777
ECH-0000468,CRD-000045,INS-001,9,2024-09-10,27784,0,27784
ECH-0000469,CRD-000046,INS-001,1,2025-01-11,42777,0,42777
ECH-0000470,CRD-000046,INS-001,2,2025-02-11,42777,0,42777
ECH-0000471,CRD-000046,INS-001,3,2025-03-11,42777,0,42777
ECH-0000472,CRD-000046,INS-001,4,2025-04-11,42777,0,42777
ECH-0000473,CRD-000046,INS-001,5,2025-05-11,42777,0,42777
ECH-0000474,CRD-000046,INS-001,6,2025-06-11,42777,0,42777
ECH-0000475,CRD-000046,INS-001,7,2025-07-11,42777,0,42777
ECH-0000476,CRD-000046,INS-001,8,2025-08-11,42777,0,42777
ECH-0000477,CRD-000046,INS-001,9,2025-09-11,42784,0,42784
ECH-0000478,CRD-000047,INS-001,1,2025-10-01,10555,0,10555
ECH-0000479,CRD-000047,INS-001,2,2025-11-01,10555,0,10555
ECH-0000480,CRD-000047,INS-001,3,2025-12-01,10555,0,10555
ECH-0000481,CRD-000047,INS-001,4,2026-01-01,10555,0,10555
ECH-0000482,CRD-000047,INS-001,5,2026-02-01,10555,0,10555
ECH-0000483,CRD-000047,INS-001,6,2026-03-01,10555,0,10555
ECH-0000484,CRD-000047,INS-001,7,2026-04-01,10555,0,10555
ECH-0000485,CRD-000047,INS-001,8,2026-05-01,10555,0,10555
ECH-0000486,CRD-000047,INS-001,9,2026-06-01,10560,0,10560
ECH-0000487,CRD-000048,INS-001,1,2023-11-03,100000,0,100000
ECH-0000488,CRD-000048,INS-001,2,2023-12-03,100000,0,100000
ECH-0000489,CRD-000048,INS-001,3,2024-01-03,100000,0,100000
ECH-0000490,CRD-000048,INS-001,4,2024-02-03,100000,0,100000
ECH-0000491,CRD-000048,INS-001,5,2024-03-03,100000,0,100000
ECH-0000492,CRD-000048,INS-001,6,2024-04-03,100000,0,100000
ECH-0000493,CRD-000049,INS-001,1,2024-05-13,75000,0,75000
ECH-0000494,CRD-000049,INS-001,2,2024-06-13,75000,0,75000
ECH-0000495,CRD-000049,INS-001,3,2024-07-13,75000,0,75000
ECH-0000496,CRD-000049,INS-001,4,2024-08-13,75000,0,75000
ECH-0000497,CRD-000049,INS-001,5,2024-09-13,75000,0,75000
ECH-0000498,CRD-000049,INS-001,6,2024-10-13,75000,0,75000
ECH-0000499,CRD-000049,INS-001,7,2024-11-13,75000,0,75000
ECH-0000500,CRD-000049,INS-001,8,2024-12-13,75000,0,75000
ECH-0000501,CRD-000049,INS-001,9,2025-01-13,75000,0,75000
ECH-0000502,CRD-000049,INS-001,10,2025-02-13,75000,0,75000
ECH-0000503,CRD-000049,INS-001,11,2025-03-13,75000,0,75000
ECH-0000504,CRD-000049,INS-001,12,2025-04-13,75000,0,75000
ECH-0000505,CRD-000050,INS-001,1,2026-01-21,72777,0,72777
ECH-0000506,CRD-000050,INS-001,2,2026-02-21,72777,0,72777
ECH-0000507,CRD-000050,INS-001,3,2026-03-21,72777,0,72777
ECH-0000508,CRD-000050,INS-001,4,2026-04-21,72777,0,72777
ECH-0000509,CRD-000050,INS-001,5,2026-05-21,72777,0,72777
ECH-0000510,CRD-000050,INS-001,6,2026-06-21,72777,0,72777
ECH-0000511,CRD-000050,INS-001,7,2026-07-21,72777,0,72777
ECH-0000512,CRD-000050,INS-001,8,2026-08-21,72777,0,72777
ECH-0000513,CRD-000050,INS-001,9,2026-09-21,72784,0,72784
ECH-0000514,CRD-000051,INS-001,1,2023-10-08,32500,0,32500
ECH-0000515,CRD-000051,INS-001,2,2023-11-08,32500,0,32500
ECH-0000516,CRD-000051,INS-001,3,2023-12-08,32500,0,32500
ECH-0000517,CRD-000051,INS-001,4,2024-01-08,32500,0,32500
ECH-0000518,CRD-000051,INS-001,5,2024-02-08,32500,0,32500
ECH-0000519,CRD-000051,INS-001,6,2024-03-08,32500,0,32500
ECH-0000520,CRD-000052,INS-001,1,2025-04-23,20000,0,20000
ECH-0000521,CRD-000052,INS-001,2,2025-05-23,20000,0,20000
ECH-0000522,CRD-000052,INS-001,3,2025-06-23,20000,0,20000
ECH-0000523,CRD-000052,INS-001,4,2025-07-23,20000,0,20000
ECH-0000524,CRD-000052,INS-001,5,2025-08-23,20000,0,20000
ECH-0000525,CRD-000052,INS-001,6,2025-09-23,20000,0,20000
ECH-0000526,CRD-000053,INS-001,1,2025-12-30,141666,0,141666
ECH-0000527,CRD-000053,INS-001,2,2026-01-30,141666,0,141666
ECH-0000528,CRD-000053,INS-001,3,2026-02-28,141668,0,141668
ECH-0000529,CRD-000054,INS-001,1,2025-02-23,3333,0,3333
ECH-0000530,CRD-000054,INS-001,2,2025-03-23,3333,0,3333
ECH-0000531,CRD-000054,INS-001,3,2025-04-23,3333,0,3333
ECH-0000532,CRD-000054,INS-001,4,2025-05-23,3333,0,3333
ECH-0000533,CRD-000054,INS-001,5,2025-06-23,3333,0,3333
ECH-0000534,CRD-000054,INS-001,6,2025-07-23,3333,0,3333
ECH-0000535,CRD-000054,INS-001,7,2025-08-23,3333,0,3333
ECH-0000536,CRD-000054,INS-001,8,2025-09-23,3333,0,3333
ECH-0000537,CRD-000054,INS-001,9,2025-10-23,3336,0,3336
ECH-0000538,CRD-000055,INS-001,1,2025-06-17,41666,0,41666
ECH-0000539,CRD-000055,INS-001,2,2025-07-17,41666,0,41666
ECH-0000540,CRD-000055,INS-001,3,2025-08-17,41666,0,41666
ECH-0000541,CRD-000055,INS-001,4,2025-09-17,41666,0,41666
ECH-0000542,CRD-000055,INS-001,5,2025-10-17,41666,0,41666
ECH-0000543,CRD-000055,INS-001,6,2025-11-17,41670,0,41670
ECH-0000544,CRD-000056,INS-001,1,2025-02-03,10000,0,10000
ECH-0000545,CRD-000056,INS-001,2,2025-03-03,10000,0,10000
ECH-0000546,CRD-000056,INS-001,3,2025-04-03,10000,0,10000
ECH-0000547,CRD-000056,INS-001,4,2025-05-03,10000,0,10000
ECH-0000548,CRD-000056,INS-001,5,2025-06-03,10000,0,10000
ECH-0000549,CRD-000056,INS-001,6,2025-07-03,10000,0,10000
ECH-0000550,CRD-000056,INS-001,7,2025-08-03,10000,0,10000
ECH-0000551,CRD-000056,INS-001,8,2025-09-03,10000,0,10000
ECH-0000552,CRD-000056,INS-001,9,2025-10-03,10000,0,10000
ECH-0000553,CRD-000056,INS-001,10,2025-11-03,10000,0,10000
ECH-0000554,CRD-000056,INS-001,11,2025-12-03,10000,0,10000
ECH-0000555,CRD-000056,INS-001,12,2026-01-03,10000,0,10000
ECH-0000556,CRD-000057,INS-001,1,2024-11-15,52222,0,52222
ECH-0000557,CRD-000057,INS-001,2,2024-12-15,52222,0,52222
ECH-0000558,CRD-000057,INS-001,3,2025-01-15,52222,0,52222
ECH-0000559,CRD-000057,INS-001,4,2025-02-15,52222,0,52222
ECH-0000560,CRD-000057,INS-001,5,2025-03-15,52222,0,52222
ECH-0000561,CRD-000057,INS-001,6,2025-04-15,52222,0,52222
ECH-0000562,CRD-000057,INS-001,7,2025-05-15,52222,0,52222
ECH-0000563,CRD-000057,INS-001,8,2025-06-15,52222,0,52222
ECH-0000564,CRD-000057,INS-001,9,2025-07-15,52224,0,52224
ECH-0000565,CRD-000058,INS-001,1,2025-11-22,12500,0,12500
ECH-0000566,CRD-000058,INS-001,2,2025-12-22,12500,0,12500
ECH-0000567,CRD-000058,INS-001,3,2026-01-22,12500,0,12500
ECH-0000568,CRD-000058,INS-001,4,2026-02-22,12500,0,12500
ECH-0000569,CRD-000058,INS-001,5,2026-03-22,12500,0,12500
ECH-0000570,CRD-000058,INS-001,6,2026-04-22,12500,0,12500
ECH-0000571,CRD-000058,INS-001,7,2026-05-22,12500,0,12500
ECH-0000572,CRD-000058,INS-001,8,2026-06-22,12500,0,12500
ECH-0000573,CRD-000058,INS-001,9,2026-07-22,12500,0,12500
ECH-0000574,CRD-000058,INS-001,10,2026-08-22,12500,0,12500
ECH-0000575,CRD-000058,INS-001,11,2026-09-22,12500,0,12500
ECH-0000576,CRD-000058,INS-001,12,2026-10-22,12500,0,12500
ECH-0000577,CRD-000059,INS-001,1,2025-05-21,75000,0,75000
ECH-0000578,CRD-000059,INS-001,2,2025-06-21,75000,0,75000
ECH-0000579,CRD-000059,INS-001,3,2025-07-21,75000,0,75000
ECH-0000580,CRD-000059,INS-001,4,2025-08-21,75000,0,75000
ECH-0000581,CRD-000059,INS-001,5,2025-09-21,75000,0,75000
ECH-0000582,CRD-000059,INS-001,6,2025-10-21,75000,0,75000
ECH-0000583,CRD-000059,INS-001,7,2025-11-21,75000,0,75000
ECH-0000584,CRD-000059,INS-001,8,2025-12-21,75000,0,75000
ECH-0000585,CRD-000059,INS-001,9,2026-01-21,75000,0,75000
ECH-0000586,CRD-000059,INS-001,10,2026-02-21,75000,0,75000
ECH-0000587,CRD-000059,INS-001,11,2026-03-21,75000,0,75000
ECH-0000588,CRD-000059,INS-001,12,2026-04-21,75000,0,75000
ECH-0000589,CRD-000060,INS-001,1,2025-11-30,27777,0,27777
ECH-0000590,CRD-000060,INS-001,2,2025-12-31,27777,0,27777
ECH-0000591,CRD-000060,INS-001,3,2026-01-31,27777,0,27777
ECH-0000592,CRD-000060,INS-001,4,2026-02-28,27777,0,27777
ECH-0000593,CRD-000060,INS-001,5,2026-03-31,27777,0,27777
ECH-0000594,CRD-000060,INS-001,6,2026-04-30,27777,0,27777
ECH-0000595,CRD-000060,INS-001,7,2026-05-31,27777,0,27777
ECH-0000596,CRD-000060,INS-001,8,2026-06-30,27777,0,27777
ECH-0000597,CRD-000060,INS-001,9,2026-07-31,27784,0,27784
ECH-0000598,CRD-000061,INS-001,1,2025-02-15,83333,0,83333
ECH-0000599,CRD-000061,INS-001,2,2025-03-15,83333,0,83333
ECH-0000600,CRD-000061,INS-001,3,2025-04-15,83334,0,83334
ECH-0000601,CRD-000062,INS-001,1,2025-12-21,59444,0,59444
ECH-0000602,CRD-000062,INS-001,2,2026-01-21,59444,0,59444
ECH-0000603,CRD-000062,INS-001,3,2026-02-21,59444,0,59444
ECH-0000604,CRD-000062,INS-001,4,2026-03-21,59444,0,59444
ECH-0000605,CRD-000062,INS-001,5,2026-04-21,59444,0,59444
ECH-0000606,CRD-000062,INS-001,6,2026-05-21,59444,0,59444
ECH-0000607,CRD-000062,INS-001,7,2026-06-21,59444,0,59444
ECH-0000608,CRD-000062,INS-001,8,2026-07-21,59444,0,59444
ECH-0000609,CRD-000062,INS-001,9,2026-08-21,59448,0,59448
ECH-0000610,CRD-000063,INS-001,1,2025-07-01,25416,0,25416
ECH-0000611,CRD-000063,INS-001,2,2025-08-01,25416,0,25416
ECH-0000612,CRD-000063,INS-001,3,2025-09-01,25416,0,25416
ECH-0000613,CRD-000063,INS-001,4,2025-10-01,25416,0,25416
ECH-0000614,CRD-000063,INS-001,5,2025-11-01,25416,0,25416
ECH-0000615,CRD-000063,INS-001,6,2025-12-01,25416,0,25416
ECH-0000616,CRD-000063,INS-001,7,2026-01-01,25416,0,25416
ECH-0000617,CRD-000063,INS-001,8,2026-02-01,25416,0,25416
ECH-0000618,CRD-000063,INS-001,9,2026-03-01,25416,0,25416
ECH-0000619,CRD-000063,INS-001,10,2026-04-01,25416,0,25416
ECH-0000620,CRD-000063,INS-001,11,2026-05-01,25416,0,25416
ECH-0000621,CRD-000063,INS-001,12,2026-06-01,25424,0,25424
ECH-0000622,CRD-000064,INS-001,1,2025-11-13,8333,0,8333
ECH-0000623,CRD-000064,INS-001,2,2025-12-13,8333,0,8333
ECH-0000624,CRD-000064,INS-001,3,2026-01-13,8334,0,8334
ECH-0000625,CRD-000065,INS-001,1,2025-11-30,38333,0,38333
ECH-0000626,CRD-000065,INS-001,2,2025-12-31,38333,0,38333
ECH-0000627,CRD-000065,INS-001,3,2026-01-31,38333,0,38333
ECH-0000628,CRD-000065,INS-001,4,2026-02-28,38333,0,38333
ECH-0000629,CRD-000065,INS-001,5,2026-03-31,38333,0,38333
ECH-0000630,CRD-000065,INS-001,6,2026-04-30,38333,0,38333
ECH-0000631,CRD-000065,INS-001,7,2026-05-31,38333,0,38333
ECH-0000632,CRD-000065,INS-001,8,2026-06-30,38333,0,38333
ECH-0000633,CRD-000065,INS-001,9,2026-07-31,38333,0,38333
ECH-0000634,CRD-000065,INS-001,10,2026-08-31,38333,0,38333
ECH-0000635,CRD-000065,INS-001,11,2026-09-30,38333,0,38333
ECH-0000636,CRD-000065,INS-001,12,2026-10-31,38333,0,38333
ECH-0000637,CRD-000065,INS-001,13,2026-11-30,38333,0,38333
ECH-0000638,CRD-000065,INS-001,14,2026-12-31,38333,0,38333
ECH-0000639,CRD-000065,INS-001,15,2027-01-31,38333,0,38333
ECH-0000640,CRD-000065,INS-001,16,2027-02-28,38333,0,38333
ECH-0000641,CRD-000065,INS-001,17,2027-03-31,38333,0,38333
ECH-0000642,CRD-000065,INS-001,18,2027-04-30,38333,0,38333
ECH-0000643,CRD-000065,INS-001,19,2027-05-31,38333,0,38333
ECH-0000644,CRD-000065,INS-001,20,2027-06-30,38333,0,38333
ECH-0000645,CRD-000065,INS-001,21,2027-07-31,38333,0,38333
ECH-0000646,CRD-000065,INS-001,22,2027-08-31,38333,0,38333
ECH-0000647,CRD-000065,INS-001,23,2027-09-30,38333,0,38333
ECH-0000648,CRD-000065,INS-001,24,2027-10-31,38341,0,38341
