identifiant_paiement,identifiant_credit,identifiant_echeance,identifiant_institution,date_paiement,montant_paye,canal_paiement
PAI-0000329,CRD-000036,ECH-0000364,INS-001,2025-05-15,50000,collecteur
PAI-0000330,CRD-000036,ECH-0000365,INS-001,2025-06-22,50000,agence
PAI-0000331,CRD-000036,ECH-0000366,INS-001,2025-07-17,50000,agence
PAI-0000332,CRD-000036,ECH-0000367,INS-001,2025-08-15,50000,mobile_money
PAI-0000333,CRD-000036,ECH-0000368,INS-001,2025-10-22,50000,collecteur
PAI-0000334,CRD-000037,ECH-0000370,INS-001,2025-11-14,17777,mobile_money
PAI-0000335,CRD-000037,ECH-0000371,INS-001,2025-12-16,17777,agence
PAI-0000336,CRD-000038,ECH-0000379,INS-001,2024-10-25,43333,agence
PAI-0000337,CRD-000038,ECH-0000380,INS-001,2024-11-25,43333,agence
PAI-0000338,CRD-000038,ECH-0000381,INS-001,2024-12-31,43333,collecteur
PAI-0000339,CRD-000038,ECH-0000382,INS-001,2025-01-29,43333,agence
PAI-0000340,CRD-000038,ECH-0000383,INS-001,2025-02-28,43333,agence
PAI-0000341,CRD-000038,ECH-0000384,INS-001,2025-03-31,43333,agence
PAI-0000342,CRD-000038,ECH-0000385,INS-001,2025-05-02,43333,collecteur
PAI-0000343,CRD-000038,ECH-0000386,INS-001,2025-05-26,43333,agence
PAI-0000344,CRD-000038,ECH-0000387,INS-001,2025-06-30,43336,collecteur
PAI-0000345,CRD-000039,ECH-0000388,INS-001,2023-09-26,125000,agence
PAI-0000346,CRD-000039,ECH-0000389,INS-001,2023-10-24,125000,agence
PAI-0000347,CRD-000039,ECH-0000390,INS-001,2023-11-29,125000,mobile_money
PAI-0000348,CRD-000039,ECH-0000391,INS-001,2024-01-06,125000,mobile_money
PAI-0000349,CRD-000039,ECH-0000392,INS-001,2024-01-27,125000,agence
PAI-0000350,CRD-000039,ECH-0000393,INS-001,2024-02-28,125000,mobile_money
PAI-0000351,CRD-000039,ECH-0000394,INS-001,2024-03-24,125000,mobile_money
PAI-0000352,CRD-000039,ECH-0000395,INS-001,2024-05-07,44445,collecteur
PAI-0000353,CRD-000039,ECH-0000395,INS-001,2024-05-28,125000,mobile_money
PAI-0000354,CRD-000039,,INS-001,2024-06-08,80555,agence
PAI-0000355,CRD-000039,ECH-0000397,INS-001,2024-06-26,125000,collecteur
PAI-0000356,CRD-000039,ECH-0000398,INS-001,2024-08-15,125000,agence
PAI-0000357,CRD-000039,ECH-0000399,INS-001,2024-08-29,125000,agence
PAI-0000358,CRD-000040,ECH-0000400,INS-001,2024-11-05,62500,agence
PAI-0000359,CRD-000040,ECH-0000401,INS-001,2024-12-05,62500,collecteur
PAI-0000360,CRD-000040,ECH-0000402,INS-001,2025-01-08,62500,agence
PAI-0000361,CRD-000040,ECH-0000403,INS-001,2025-02-11,62500,mobile_money
PAI-0000362,CRD-000040,ECH-0000404,INS-001,2025-03-08,62500,agence
PAI-0000363,CRD-000040,ECH-0000405,INS-001,2025-04-09,62500,mobile_money
PAI-0000364,CRD-000040,ECH-0000406,INS-001,2025-05-04,62500,agence
PAI-0000365,CRD-000040,ECH-0000407,INS-001,2025-06-09,62500,collecteur
PAI-0000366,CRD-000040,ECH-0000408,INS-001,2025-07-06,62500,mobile_money
PAI-0000367,CRD-000040,ECH-0000409,INS-001,2025-08-13,32403,agence
PAI-0000368,CRD-000040,ECH-0000409,INS-001,2025-09-11,62500,mobile_money
PAI-0000369,CRD-000040,,INS-001,2025-10-05,30097,mobile_money
PAI-0000370,CRD-000040,ECH-0000411,INS-001,2025-10-06,62500,agence
PAI-0000371,CRD-000040,ECH-0000412,INS-001,2025-11-07,62500,collecteur
PAI-0000372,CRD-000040,ECH-0000413,INS-001,2025-12-10,62500,agence
PAI-0000373,CRD-000041,ECH-0000424,INS-001,2023-12-02,66666,agence
PAI-0000374,CRD-000041,ECH-0000425,INS-001,2023-12-31,66666,agence
PAI-0000375,CRD-000041,ECH-0000426,INS-001,2024-01-27,66666,mobile_money
PAI-0000376,CRD-000041,ECH-0000427,INS-001,2024-03-11,38353,agence
PAI-0000377,CRD-000041,ECH-0000427,INS-001,2024-04-02,66666,agence
PAI-0000378,CRD-000041,,INS-001,2024-04-07,28313,collecteur
PAI-0000379,CRD-000041,ECH-0000429,INS-001,2024-04-26,66666,agence
PAI-0000380,CRD-000041,ECH-0000430,INS-001,2024-05-27,66666,mobile_money
PAI-0000381,CRD-000041,ECH-0000431,INS-001,2024-06-30,66666,mobile_money
PAI-0000382,CRD-000041,ECH-0000432,INS-001,2024-07-26,66672,agence
PAI-0000383,CRD-000042,ECH-0000433,INS-001,2025-03-17,22777,agence
PAI-0000384,CRD-000042,ECH-0000434,INS-001,2025-04-12,22777,agence
PAI-0000385,CRD-000042,ECH-0000435,INS-001,2025-05-12,22777,agence
PAI-0000386,CRD-000042,ECH-0000436,INS-001,2025-06-12,22777,agence
PAI-0000387,CRD-000042,ECH-0000437,INS-001,2025-07-19,22777,mobile_money
PAI-0000388,CRD-000042,ECH-0000438,INS-001,2025-08-14,22777,agence
PAI-0000389,CRD-000042,ECH-0000439,INS-001,2025-09-16,22777,agence
PAI-0000390,CRD-000042,ECH-0000440,INS-001,2025-10-16,22777,mobile_money
PAI-0000391,CRD-000042,ECH-0000441,INS-001,2025-11-13,22784,agence
PAI-0000392,CRD-000043,ECH-0000442,INS-001,2023-12-03,16666,agence
PAI-0000393,CRD-000043,ECH-0000443,INS-001,2024-01-11,6758,mobile_money
PAI-0000394,CRD-000043,ECH-0000443,INS-001,2024-01-29,16666,mobile_money
PAI-0000395,CRD-000043,ECH-0000444,INS-001,2024-03-02,16666,agence
PAI-0000396,CRD-000043,,INS-001,2024-03-11,9908,agence
PAI-0000397,CRD-000043,ECH-0000446,INS-001,2024-04-05,6770,agence
PAI-0000398,CRD-000043,ECH-0000446,INS-001,2024-05-01,16670,mobile_money
PAI-0000399,CRD-000043,,INS-001,2024-05-29,9896,mobile_money
PAI-0000400,CRD-000044,ECH-0000448,INS-001,2024-07-29,17500,agence
PAI-0000401,CRD-000044,ECH-0000449,INS-001,2024-08-30,17500,collecteur
PAI-0000402,CRD-000044,ECH-0000450,INS-001,2024-09-27,17500,agence
PAI-0000403,CRD-000044,ECH-0000451,INS-001,2024-10-28,5750,collecteur
PAI-0000404,CRD-000044,ECH-0000451,INS-001,2024-12-26,17500,agence
PAI-0000405,CRD-000044,ECH-0000452,INS-001,2025-01-29,17500,mobile_money
PAI-0000406,CRD-000044,ECH-0000453,INS-001,2025-02-28,17500,mobile_money
PAI-0000407,CRD-000044,ECH-0000454,INS-001,2025-04-03,17500,agence
PAI-0000408,CRD-000044,ECH-0000455,INS-001,2025-04-28,17500,agence
PAI-0000409,CRD-000044,ECH-0000456,INS-001,2025-05-27,17500,mobile_money
PAI-0000410,CRD-000044,ECH-0000457,INS-001,2025-06-25,17500,mobile_money
PAI-0000411,CRD-000045,ECH-0000460,INS-001,2024-01-14,27777,agence
PAI-0000412,CRD-000045,ECH-0000461,INS-001,2024-02-13,27777,mobile_money
PAI-0000413,CRD-000045,ECH-0000462,INS-001,2024-03-09,27777,agence
PAI-0000414,CRD-000045,ECH-0000463,INS-001,2024-04-09,27777,collecteur
PAI-0000415,CRD-000045,ECH-0000464,INS-001,2024-05-11,27777,agence
PAI-0000416,CRD-000045,ECH-0000465,INS-001,2024-06-14,27777,agence
PAI-0000417,CRD-000045,ECH-0000466,INS-001,2024-07-11,27777,agence
PAI-0000418,CRD-000045,ECH-0000467,INS-001,2024-08-11,27777,mobile_money
PAI-0000419,CRD-000045,ECH-0000468,INS-001,2024-09-14,27784,mobile_money
PAI-0000420,CRD-000046,ECH-0000469,INS-001,2025-01-14,42777,collecteur
PAI-0000421,CRD-000046,ECH-0000470,INS-001,2025-02-12,42777,agence
PAI-0000422,CRD-000046,ECH-0000471,INS-001,2025-03-15,42777,agence
PAI-0000423,CRD-000046,ECH-0000472,INS-001,2025-04-29,42777,agence
PAI-0000424,CRD-000046,ECH-0000473,INS-001,2025-05-11,42777,mobile_money
PAI-0000425,CRD-000046,ECH-0000474,INS-001,2025-06-08,42777,mobile_money
PAI-0000426,CRD-000046,ECH-0000475,INS-001,2025-07-14,42777,mobile_money
PAI-0000427,CRD-000046,ECH-0000476,INS-001,2025-09-10,42784,agence
PAI-0000428,CRD-000047,ECH-0000478,INS-001,2025-09-30,10555,mobile_money
PAI-0000429,CRD-000047,ECH-0000479,INS-001,2025-11-01,10555,mobile_money
PAI-0000430,CRD-000047,ECH-0000480,INS-001,2025-11-28,10555,collecteur
PAI-0000431,CRD-000048,ECH-0000487,INS-001,2023-11-06,100000,agence
PAI-0000432,CRD-000048,ECH-0000488,INS-001,2023-11-30,100000,collecteur
PAI-0000433,CRD-000048,ECH-0000489,INS-001,2024-01-07,100000,agence
PAI-0000434,CRD-000048,ECH-0000490,INS-001,2024-02-03,100000,agence
PAI-0000435,CRD-000048,ECH-0000491,INS-001,2024-03-04,100000,agence
PAI-0000436,CRD-000048,ECH-0000492,INS-001,2024-04-13,71827,agence
PAI-0000437,CRD-000048,,INS-001,2024-05-26,28173,collecteur
PAI-0000438,CRD-000049,ECH-0000493,INS-001,2024-05-16,75000,agence
PAI-0000439,CRD-000049,ECH-0000494,INS-001,2024-06-15,75000,mobile_money
PAI-0000440,CRD-000049,ECH-0000495,INS-001,2024-07-12,75000,mobile_money
PAI-0000441,CRD-000049,ECH-0000496,INS-001,2024-08-14,75000,mobile_money
PAI-0000442,CRD-000049,ECH-0000497,INS-001,2024-09-10,75000,mobile_money
PAI-0000443,CRD-000049,ECH-0000498,INS-001,2024-10-17,75000,agence
PAI-0000444,CRD-000049,ECH-0000499,INS-001,2024-11-14,75000,mobile_money
PAI-0000445,CRD-000049,ECH-0000500,INS-001,2024-12-14,75000,mobile_money
PAI-0000446,CRD-000049,ECH-0000501,INS-001,2025-01-17,75000,mobile_money
PAI-0000447,CRD-000049,ECH-0000502,INS-001,2025-02-12,75000,collecteur
PAI-0000448,CRD-000049,ECH-0000503,INS-001,2025-03-12,75000,agence
PAI-0000449,CRD-000049,ECH-0000504,INS-001,2025-04-13,75000,agence
PAI-0000450,CRD-000051,ECH-0000514,INS-001,2023-10-09,32500,collecteur
PAI-0000451,CRD-000051,ECH-0000515,INS-001,2023-11-11,32500,collecteur
PAI-0000452,CRD-000051,ECH-0000516,INS-001,2023-12-09,32500,agence
PAI-0000453,CRD-000051,ECH-0000517,INS-001,2024-01-09,32500,agence
PAI-0000454,CRD-000051,ECH-0000518,INS-001,2024-02-11,32500,agence
PAI-0000455,CRD-000051,ECH-0000519,INS-001,2024-03-07,32500,mobile_money
PAI-0000456,CRD-000052,ECH-0000520,INS-001,2025-04-21,20000,agence
PAI-0000457,CRD-000052,ECH-0000521,INS-001,2025-05-27,20000,mobile_money
PAI-0000458,CRD-000052,ECH-0000522,INS-001,2025-06-21,20000,agence
PAI-0000459,CRD-000052,ECH-0000523,INS-001,2025-07-23,20000,agence
PAI-0000460,CRD-000052,ECH-0000524,INS-001,2025-08-26,20000,agence
PAI-0000461,CRD-000052,ECH-0000525,INS-001,2025-09-21,20000,agence
PAI-0000462,CRD-000053,ECH-0000526,INS-001,2025-12-31,141666,agence
PAI-0000463,CRD-000054,ECH-0000529,INS-001,2025-02-22,3333,agence
PAI-0000464,CRD-000054,ECH-0000530,INS-001,2025-03-23,3333,mobile_money
PAI-0000465,CRD-000054,ECH-0000531,INS-001,2025-04-24,3333,agence
PAI-0000466,CRD-000054,ECH-0000532,INS-001,2025-05-24,3333,collecteur
PAI-0000467,CRD-000054,ECH-0000533,INS-001,2025-06-24,3333,mobile_money
PAI-0000468,CRD-000054,ECH-0000534,INS-001,2025-07-21,3333,mobile_money
PAI-0000469,CRD-000054,ECH-0000535,INS-001,2025-08-22,3333,agence
PAI-0000470,CRD-000054,ECH-0000536,INS-001,2025-09-26,3333,mobile_money
PAI-0000471,CRD-000054,ECH-0000537,INS-001,2025-10-27,3336,agence
PAI-0000472,CRD-000055,ECH-0000538,INS-001,2025-06-19,41666,agence
PAI-0000473,CRD-000055,ECH-0000539,INS-001,2025-07-18,41666,mobile_money
PAI-0000474,CRD-000055,ECH-0000540,INS-001,2025-08-15,41666,agence
PAI-0000475,CRD-000055,ECH-0000541,INS-001,2025-09-19,41666,agence
PAI-0000476,CRD-000055,ECH-0000542,INS-001,2025-10-20,41666,agence
PAI-0000477,CRD-000055,ECH-0000543,INS-001,2025-11-15,41670,agence
PAI-0000478,CRD-000056,ECH-0000544,INS-001,2025-02-01,10000,mobile_money
PAI-0000479,CRD-000056,ECH-0000545,INS-001,2025-03-07,10000,mobile_money
PAI-0000480,CRD-000056,ECH-0000546,INS-001,2025-04-05,10000,agence
PAI-0000481,CRD-000056,ECH-0000547,INS-001,2025-05-02,10000,agence
PAI-0000482,CRD-000056,ECH-0000548,INS-001,2025-06-06,10000,agence
PAI-0000483,CRD-000056,ECH-0000549,INS-001,2025-07-01,10000,mobile_money
PAI-0000484,CRD-000056,ECH-0000550,INS-001,2025-08-06,10000,mobile_money
PAI-0000485,CRD-000056,ECH-0000551,INS-001,2025-09-05,10000,mobile_money
PAI-0000486,CRD-000056,ECH-0000552,INS-001,2025-09-30,10000,collecteur
PAI-0000487,CRD-000056,ECH-0000553,INS-001,2025-11-04,10000,agence
PAI-0000488,CRD-000056,ECH-0000554,INS-001,2025-11-30,10000,agence
PAI-0000489,CRD-000057,ECH-0000556,INS-001,2024-11-15,52222,agence
PAI-0000490,CRD-000057,ECH-0000557,INS-001,2024-12-22,22966,mobile_money
PAI-0000491,CRD-000057,,INS-001,2024-12-31,29256,agence
PAI-0000492,CRD-000057,ECH-0000558,INS-001,2025-01-14,52222,agence
PAI-0000493,CRD-000057,ECH-0000559,INS-001,2025-02-13,52222,mobile_money
PAI-0000494,CRD-000057,ECH-0000560,INS-001,2025-03-18,52222,mobile_money
PAI-0000495,CRD-000057,ECH-0000561,INS-001,2025-04-15,52222,agence
PAI-0000496,CRD-000057,ECH-0000562,INS-001,2025-05-15,52222,mobile_money
PAI-0000497,CRD-000057,ECH-0000563,INS-001,2025-06-15,52222,collecteur
PAI-0000498,CRD-000057,ECH-0000564,INS-001,2025-07-17,52224,agence
PAI-0000499,CRD-000058,ECH-0000565,INS-001,2025-11-24,12500,collecteur
PAI-0000500,CRD-000058,ECH-0000566,INS-001,2025-12-23,12500,agence
PAI-0000501,CRD-000059,ECH-0000577,INS-001,2025-05-24,75000,agence
PAI-0000502,CRD-000059,ECH-0000578,INS-001,2025-07-05,75000,mobile_money
PAI-0000503,CRD-000059,ECH-0000579,INS-001,2025-07-20,75000,collecteur
PAI-0000504,CRD-000059,ECH-0000580,INS-001,2025-09-18,75000,mobile_money
PAI-0000505,CRD-000059,ECH-0000581,INS-001,2025-09-20,75000,agence
PAI-0000506,CRD-000059,ECH-0000582,INS-001,2025-10-24,75000,collecteur
PAI-0000507,CRD-000059,ECH-0000583,INS-001,2025-11-22,75000,mobile_money
PAI-0000508,CRD-000059,ECH-0000584,INS-001,2025-12-24,75000,mobile_money
PAI-0000509,CRD-000060,ECH-0000589,INS-001,2025-12-03,27777,agence
PAI-0000510,CRD-000061,ECH-0000598,INS-001,2025-02-19,83333,collecteur
PAI-0000511,CRD-000061,ECH-0000599,INS-001,2025-03-17,83333,agence
PAI-0000512,CRD-000061,ECH-0000600,INS-001,2025-04-15,83334,agence
PAI-0000513,CRD-000062,ECH-0000601,INS-001,2025-12-23,59444,agence
PAI-0000514,CRD-000063,ECH-0000610,INS-001,2025-07-02,25416,agence
PAI-0000515,CRD-000063,ECH-0000611,INS-001,2025-08-01,25416,agence
PAI-0000516,CRD-000063,ECH-0000612,INS-001,2025-08-31,25416,agence
PAI-0000517,CRD-000063,ECH-0000613,INS-001,2025-09-29,25416,collecteur
PAI-0000518,CRD-000063,ECH-0000614,INS-001,2025-11-03,25416,agence
PAI-0000519,CRD-000063,ECH-0000615,INS-001,2025-12-02,25416,agence
PAI-0000520,CRD-000064,ECH-0000622,INS-001,2025-11-10,8333,collecteur
PAI-0000521,CRD-000065,ECH-0000625,INS-001,2025-11-27,38333,agence
